review,sentiment
think brilliant australian comedy think skit show although quite partial bit full frontal even sitcom think satire something australian really know well eg front line micallef program know take pi chaser war everything classic example really well br br huge fan chris taylor craig reucassel long time remember listening triple j afternoon show remain two funniest comedian around br br although sad left triple j excited find investing much time made leave cnnnn triple j time figured something much bigger amazingly hilarious show chaser biting political social satire best br br also pleased say recently received much better time slot friday night moved wednesday night right spick speck thank abc finally tape,1
shot vancouver mountain low country south carolina visible background heaven sake reset location coastal mountain south carolina period br br lame visuals beautiful story limped along br br really understand hit book although admit one read yet usually read book give film miss nothing movie made want buy book even borrow library br br verdict mermaid chair seemed pretty shallow moi,0
early film flaw predictable plot overlong scene dubious relevance already clearly demonstrates hitchcock mastery editing use powerful image also among expressionist film stylistically note example weird distortion us party sequence frequent echo title plot imagery br br core though remains final match still among exciting example cinematic boxing even though know hero win becomes quite believable lose movement wife champion corner motivating final plot pay well entwined progress match insert stopwatch exactly almost hear ticking even though silent film visuals often surprisingly auditory feel pacing becomes astonishingly rapid viewer get sucked excitement brutality match sexual jealousy underlies br br dvd release familiar laserlight public domain company hitchcock silent released attached various musical selection mostly orchestral action sound editing frequently sloppy sound quality varies widely genuine care seems gone actual choice music accompanying final match work extremely well unlikely sequence ever better accompanied br br much impressive film present obscurity would suggest deserves honorable place hitchcock canon slender list worthwhile boxing film,1
thought movie pretty good part corny understandable since made year ago thought best performance movie given michele morgan played millie convincingly jack haley also really good mike brien even though big frank sinatra fan think good movie craving silly top musical comedy higher higher movie br br,1
movie waste time money throughout entire hour half continued wait get better never slow moving plot jumped around scary interesting really never amounted anything credit introduction long drawn basically like rest movie long drawn numerous part plot made sense several time movie thought maybe zoned incongruity plot however companion issue assured zone boredom indeed movie actually never posted movie actively looking movie imdb numerous year fact actually taking time write something speak volume bad movie waste time money,0
saw movie first came teenager time saw girl friend later became wife remember movie made feel possible beat odds cinematography well done memory serf correctly boy little much girl character interesting thought romantic might intro first time girlfriend seen movie since wander gone wayside would love watch see good remember elton john sound track excellent,1
jamie foxx epitome ray charles moment stop seeing film see biography played great man ray charles truly genius music movie excellently depicted one ever ever write play record music like musical giant passed flesh world lost one greatest american hero far movie fact jamie foxx received classical music scholarship college could play like ray asset director could better double play piano try split screen someone else hand jamie face worked beautifully loved fact also picked difficult ray always nice man also root drug addict womanizer sometimes plain hard headed guess made genius fault pick jamie best actor,1
remember trailer legend zu quite impressive fan man called hero time favourite storm rider decided must watch one know way much critcism ekin cheng acting ability everywhere favourite hong kong moviestar far way better nicolas tse nevertheless one factor enjoyed movie without doubt film work art beginning end even thought actor real everything else computer generated end film must put lot work one deserve good credit storyline movie fairytale good evil love story thrown guess ekin cheng pull girl easily story intellectual deep expect watcing action movie wished martial art action fist fist instead battle magical ability well life never go way want sound like supersonic plane battle sky end way funny legend zu cannot man called hero eye flow like videogame bad thing company decides publish game movie get suprised carry videogames element good work please make fantasy movie like,1
film kid parent split tadashi move mom live grandfather tadashi sister stay dad talk frequently phone grandfather every third day mom never really home kid always picking poor kid village festival tadashi chosen kirin rider spiritual champion peace justice little suspect soon actually step role hero force darkness join rage thing discarded plot destroy mankind spiritual world br br okay easy part come hard part trying explain film br br great kid film great film flawed flawed great film none le unfolds like great book loved kid dense time tadashi struggle find strength become hero watching felt reading great book thought huge would book loved film follow normal path thing often happen happenstance miscommunication one character get sucked event simply foot fall asleep twist turn moment seem like non sequiters charming typical miike certainly takashi miike film japanese master film clearly charge film often touching scary funny time one except miike seems understand many emotion time suddenly twist thing get dark one second funny next admire fact miike made film bleak hopeful shy away scary mean really scary especially kid dark territory harry potter movie rarely dark grimm tale humor first reaction upon seeing opening image believe anyone would begin kid film picture end world realized making movie hat miike making movie know kid handle frightening image br br also operating one level mechanical monster bad guy make forged mankind discarded junk rage thrown away fuel monster one yokai spirit talk rage sneaker thrown away dirty small feel tossed also one good guy refusing join bad guy would human thing wild concept like thing floating around lift movie another level good many riff reference movie tv show novel make wonder film since kid may understand though many parent course monster run gamut cheesy spectacular stop everywhere frankly forgive unevenness creation simply hundred thousand monster screen way cool work one main character yokai think best described hamster tunic often played stuffed animal look dumb yet cheering little bugger loving every moment ride tadashi head acceptance also easier ever seen old woodcut weird japanese monster mentioned flaw effect uneven sudden turn bit odd even understandable minor thing fading two hour watching film none truly hurt film however kind keep completely happy movie br br really loved movie pretty sure saw kid would favorite film time english dub see movie great trip besides good introduction film miike minus blood graphic sex,1
anyone argue fact urban cowboy still best document texas life time period consider following men beat wife get drunk bar nightly get married settle fight commit adultery compete mechanical bull try name movie depicts real life vividly dont make anymore seems current film always people lot money live huge home drive expensive car work movie celebration scene getting trailer pete sake br br anyway watch least week kidding dissected movie end end feel free email learn reason calling documentary consider following scene bud see sissy split amicably honk wave flip bird return half peace sign honking horn add impact tear br br bud mom call approx hour get town sunday see job yet accomplished getting drunk laid x help uncle aunt cover br br live like pig think scene needed think necessary could figure without showing filthy sink god love br br sissy allows wes help ride bull day possibly next day wes kicked crap husband steve asks hey sissy remember wes oh yeah didnt beat husband night let get lesson goin make mention fact seek solace later one bud sissy many fight way take place public gilley br br wedding reception picture taking session oh humanity could least arrange move chair way leg sweatin momma br br conclusion put scene like movie try show insight human psychology documentary real life br br wish director cut,1
may biased author novel hungry bachelor club self published screenplay written good friend hungry bachelor fred dresch inspiration character marlon film pleased trailer hope see film entirety comment jorja fox play delmar youngblood character stellar carry bulk emotional vehicle fine form done better look like real people hardly formula driven thankfully drive statement racial prejudice home gracefully heartfelt,1
saw boring sunday morning morning well drawn fact outdoor movie hoping find nice scenery view limited go back forth spot hate using called hi tech stuff like motorola blue tooth headset using eliminate use walkie talkie funny look like amateur like advertising badly designed alien ware laptop could link satellite find people say tv movie ending bad look like cut short eliminating use rescue helicopter etc,0
love bela lugosi get wrong one interesting people ever make movie certainly share clunkers another one br br lugosi play dr lorenz doctor medical license pulled unexplained reason however experiment keep wife young beautiful revealed year old yet lugosi look mid married old woman never really explained br br anyway treatment experiment involved giving bride altar married sort sweet smelling substance whereby pas thought dead lugosi assistant steal body way morgue take back lab kept sort suspended animation catatonic state stolen bride needle rammed somewhere body maybe neck needle rammed body lugosi wife bring back youth beauty never really see lugosi stick needle draw bride somehow restores wife apparently old age make scream pain lugosi wife lot screaming get back younger state helping lugosi lab good thing movie weird old hag two deformed son one son big lumpy looking slow acting fellow like fondle snoozing bride son mean little dwarf little person politically correct today world night three sort pile sleep lugosi dreary downstairs lab came lugosi scared assistant like lot stuff film never explained br br anyway female reporter given assignment gruff editor find stolen bride going quickly figure one common thing among stolen bride rare orchid found asks around told world renowned orchid expert living nearby happens one developed particular orchid expert turn creepy dr lorenz quickly track upset little house horror sure police came mop reporter done dirty work br br seems lugosi movie always sort unnecessary silly plot line made whole thing stink high heaven mean world famous orchid expert kidnaps bride sending doped orchid known developed oh br br later revealed young lady even bride procedure work would lugosi keep kidnapping bride heavily guarded church experiment create attention newspaper headline grab prostitute street like normal weirdo pervert would clunker reminded lot another lugosi stinker devil bat silly plot line bad acting silly reporter get bad guy deal br br lugosi always good creepy sinister enough keep interested least enough keep watching woman playing reporter terrible actor emotion whatsoever delivered line like machine gun spewing quickly could everyone else pretty much blew came good actor br br thing watchable bela lugosi fan lugosi always intense even picture dog must known terrible picture maybe also knew gave everything little intensity might shine past bad plot bad acting surrounded br br right horror fan always love bela lugosi gave every time front camera give two f k bela,0
plenty comment already posted saying exactly felt film ill keep short br br grinch thought marvellous jim carrey truly talented physical comedian well versatile clever actor opinion mike myers hand get laugh annoying used like much wayne world married axe murderer day ive never fond austin power cat hat finished br br film horrible gag horrible inappropriate child adult content fact dated havent amused anyone year plot messy messy messy shame really child likeable mom probably could picked better villain alec baldwin could pulled myers ugly revolting acted portrayal cat br br mean myers even glance script one written actor seemed one cat seemed winging br br hand would like mention set prop marvellous unfortunately cant save film br br poor dr seuss man genius dont ruin reputation adapting work lazy messy way br br,0
never understand studio like universal buy musical butcher bringing screen first thought seeing ava gardner robert walker starring would seeing something mgm musical best time boy wrong disappointed br br one touch venus starred mary martin kenny baker john bole broadway ran performance season gardner walker tom conway play role martin baker bole stage kurt weill ogden nash musical book nash j perelman comeback vehicle mary martin reestablished queen broadway disappointing venture hollywood br br look name went show given responsible book expected see sparkling wit production instead got rather pedestrian screenplay like wit drained best make eve arden playing usual girl friday role tom conway even much eve br br story concern department store window dresser robert walker kiss valuable statue venus spring life person ava gardner course statue go missing conway yell law suspicious walker last person statue br br rest film walker dealing gardner happen reason understand ava course dubbed eileen wilson walker sings couple line singing carried dick haymes olga san juan playing walker friend coworkers course broadway song done singer mary martin kenny baker would kind think haymes would playing walker role least awkward say least br br three song survived score look heart showing incomparable speak low haymes silken baritone shown best advantage speak low sung duet martin baker broadway reason lyric one greatest men verse last century ogden nash done ann ronnell suspect infamous code work br br lee server biography ava gardner make mention brief fling ava robert walker spat current man howard duff duff gardner reunited walker took badly speak gardner camera sure fact best work help matter either br br hopefully repertoire company one touch venus get see way weill nash perelman wrote,0
say one redeeming speck regard film firmly establishes bottom barrel filmmaker know aim making movie regret watching debacle shameless abandon making film waste right folk one hundred thousand dollar film reminds adult video award show group industrial prostitute stand praise believing real actor actress filmmaker ironic watched blue movie better acting directing writing also found funny executive producer justin ament movie play deputy jake barker sure acting career taken ted pfiffer writer part doubt wallowing clichéd glory created noted carrie finklea lead role movie might remember gu van sant elephant though sure want write film resume sure depressing point money spent make film people going watch along torque godsend sky captain world tomorrow one worst film worst film,0
watch film soon eating br br said begotten stick rest life like based nihilistic philosophy life nothing man spasming ground paraphrase title sequence introduction likely contain intense grisly imagery ever see film br br dialogue image image describing cycle life film combination stark black white photography compounded truly creepy background sound work drive home maker message br br movie begin god portrayed bandaged obviously insane man slicing open torso straight razor subsequently dying filth death mother nature emerges corpse impregnate blood semen give birth man represented maggot human convulsing earth br br landscape barren waste populated hulking shrouded humanoid eventually happen upon mother nature man slew violent scene depicting rape nature destruction man humanoid proceed pound remains corps back ground cycle life begin anew br br actually rented blockbuster one night based cover art hype content definitely blockbuster type film expect narrative dialogue pulled punch intense imagery based dark subject br br give movie high mark filmwork audio think watching often like movie dark unique one exponentially expected,1
pick one well needed brainer summer heat cover looked cool br br course known better really really bad movie get embarasing maker know bad try cover adding sexy beautiful woman sex scene well folk nt cut br br would like cool movie big reptile actually good well played funny go rent lake placid order,0
faw br br aspect ratio br br sound format silent br br black white short film br br stan n ollie get mixed couple floozy kay deslys vera white setting visit theatre burn absence needle say tyrannical wife vivien oakland be flower amused br br leo mccarey ok comedy laid narrative framework william seiter masterpiece son desert l h playing brow beaten victim circumstance forced tell monstrous lie backfire spectacular fashion much funny especially scene stan teased deslys leading violent game push shove however fun undercut oakland flower playing role completely straight add element unpleasantness henpecked husband scenario originally released uk slip,0
frank sinatra first three film purely speciality act ostensibly playing merely show croon song nightclub sequence somebody else movie fourth film enjoyable higher higher young blue eye transition acting career playing actual role task made easier playing fictional story give chance croon number br br sinatra entrance quite funny michele morgan hears knock door asks outside hoboken toned voice answer frank sinatra sure enough br br opening credit higher higher may confuse viewer name songwriter rodgers hart prominently displayed fact contributed one song musical disgustingly rich cast manage toss sort intro entirely different song debutante interestingly rodgers hart song one weakest perhaps least enjoyable song movie score several others lively tempo number notably important affair come love saw first br br sinatra good movie would better work sing better material elsewhere real merit higher higher delightful turn performer rarely made film paul grace hartman extremely popular husband wife dance team starred several broadway revue genuinely graceful ballroom dancer put plenty physical comedy dance material grace high kick knock shoe paul hand grace hartman died cancer age almost film work real pleasure film give u rare chance see close hear beautiful singing voice notice sexy look maid uniform grace hartman death husband long career character actor occasionally dancing solo alongside ken berry one memorable episode mayberry rfd br br also quite attractive maid uniform higher higher vivacious teenage singer marcy mcguire talented girl make movie perhaps bit similar personality betty hutton enjoy hutton performance like marcy mcguire even better near end higher higher amusing bit physical business featuring mcguire mary wickes waitress taking turn move table table nightclub alternating stride short mcguire tall gawky wickes hilarious regrettably although leon errol play large role higher higher given almost comedy business famous rubber legged dance jack haley despite prominent billing also wasted br br well represented dooley wilson inevitably remembered sam casablanca film wilson singing faked keyboard performance time go real life wilson play piano higher higher sings pleasingly give amusing reaction player le enjoyable mel odious mean mel torme victor borge give rare film performance handling dialogue deftly never keyboard comedy later successfully stage show br br plot forget higher higher nobody idea great musical enjoyable delight rate director tim whelan worked britain well hollywood deserves much better known,1
pretty simplistic romance girl find boy girl love boy girl loses boy girl find boy colleen moore outstanding ingredient recipe delivering wonderfully varied dramatic romantic performance well deserving oscar nom equally fine aerial combat special effect br br moore play french girl whose mother turned field british aerial squadron wwi daughter regiment loved little sister mix come fill downed flyer gary cooper first hate love entire squadron sent suicide mission cooper return crash village red cross unit remove moore search told hospital dead wanders street call hospital window reunited br br nice little romance hardly recommended fan m moore mr cooper,0
although many audio recording great musician like jascha heifetz survive cinematic televised record limited indeed musical offering like shall music rare gem modern eye ear one quibble plot perceptive viewer put film unique delight proper perspective plot designed appeal young old audience era remains enjoyable day important aspect experience watching classic film see eye moviegoer era br br must take issue reviewer complains film black white feel obliged report student express reservation juvenile complaint reflect limited historical perspective teacher offer educational opportunity explain unique quality black white photography place cinematic history color fact get way good storyline music example black white photography john ford stagecoach like still photograph ansel adam artistic masterpiece br br heifetz wooden could disagree want blatant emotional posturing go rock concert role classical musician like heifetz move audience heifetz emotion conveyed playing body language rare ability extract every emotional nuance music transfer listener listener moved artist br br incidentally one reviewer asked seeing heifetz youtube playing st movement tchaikovsky violin concerto frank mchugh audience film carnegie hall shall music carnegie hall even greater treasure many great classical artist prime blessed film producer least limited instance chose showcase artist still era totally overwhelmed lowest common denominator tripe get today,1
planning watching wasted saw mtv preview since nothing better watch sunday night watched br br wasted requiem dream good movie considering made mtv one thing drew watching summer pheonix sister late wonderful river pheonix stared suppose talent run pheonix family good jaquien though niether river nick stahl also give great preformance junky jock much else say wasted dark depressing insightful look life three small town junky recomend like subject,1
wonder one best musical ever three busby berkely number end movie spectacular make film wonderful incredible non stop patter natural acting cagney blondell keeler also lovely even though may great actress freshness movie see flick today much le usually stilted film even though plot involving setting movie prologue quite dated,1
dragged movie four year ago french actress friend mine br br first half hour sitting uncomfortable seat new beverly theater hollywood hating film hating even hating french actress br br know happened pulled film way year despite fact one projector broke changeover hand theater close four hour worth br br believe great movie pull inside world make part drop talk friend coffee drink film one best filmgoing experience ever br br br br,1
must admit one lou costello film actually saw theater seen v must admit lou really enjoyable get girl first time seeing dorothy provine perform course fell love like many others day seen work done enjoyed one performance great race one reason bought disc first place br br every comment movie tell one movie lou costello bud abbott true lou lived would made many really good job rely old routine get laugh one sorry little man patterson n j get chance br br hope come dvd time add comedy sci fi collection,1
basically skimmed movie enough catch watch plot tell truth kind boring spot make sense reason watched movie first place see chace crawford hot movie hair kind weird still hot br br however despite hot chace really make film guess plot bad really threw fact cuss like every sentence hard express anger without saying f word every time cussing annoying whole flashy camera shaking thing gave headache br br although plot ok found film bore dramatic cut scene chace lol anyways worth renting unless die hard fan specific cast member like oh yeah cast hot girl hot chace best,0
frank probably best version book sound movie version jazz singer version really silent movie despite build first talkie br br danny thomas great comedian sings well jewish stuff feeling peggy lee great film always entertaining allan joslyn entertaining could done without one question since cantor live luxurious house,1
production insult stooge especially moe inaccurate poorly acted many event depicted happen way much left skipped read book written moe daughter joan instead waste time,0
like big mechanical toy say character early commenting jaw well blood surf would wish beast convincing shark jaw series word digital special effect movie terrible acting directing much better either seem suited deodorant bubble gum commercial horror movie attitude people worked film show contempt genre audience saying liked film encourages filmmaker offer u crap destroying poor horror genre,0
another brilliant portrayal kiefer sutherland play mickey hayden cop dealing psychic vision murdered victim absolutely love movie dealing psychic realm disappointed eye killer aka alice wish movie released theatrical first,1
certain genius behind movie laughing throughout scene phone sex office discussing love heals doppelganger nice attempt genius humor execution poor see writer message talent doppelganger split end like ok quite expecting let see movie say certainly ridiculous sweet idea actually coherent story strange way br br point movie logical entertaining communicate emotional level easily bored many movie one kept interest throughout br br think story may auto biographical root guess horribly bad good looking movie person may done experience,1
sat tv hoping name would worth time dear gussie whoever thought script worth producing basic idea excellent execution appallingly bad constantly illogical sequence scene ending almost laughably melodramatic poor rock hudson wanders understandably confused look slightly sagging face look like bad b movie,0
saw dvd apartment paris exchange program laughed hard cuz much going movie happened u mean yeah sure pretty clichéd still true know saying br br think related quiet guy italian xavier observer group anyway wish hot roommate like cecile de france seems like cool chick movie real saw hosting cannes festival last month br br thinking wanna go barcelona next summer seeing movie gotta check sequel came france,1
saying movie extremely hard follow frustrating sit putting mildly also saying current available print dark dreary scratchy abysmally edited painfully dubbed seemingly censored almost unwatchable shape also correct film dire need good remastering full uncut original negative seeing reasonably atmospheric director award catalonia film festival might actually worth trouble maybe impossible tell current condition kind movie actually start fairly interesting discount completely senseless pre credit opening sequence involves deranged cat killing snake loving little girl named gerda girl mom carla mónica randall laid eyeliner little bit splash gasoline around garage torch brat seemingly crazy young gerda go visit estranged photographer ex boyfriend mario john cihangir caffari vacation work desperate get away carla begs employer set assignment assignment scowl sorry head door well mario assigned photograph witch mountain somewhere pyrenees believe get destination get sight hottie beach named delia patty shepard snap picture taking bikini top slightly peeved claim single writer two flirt decide would swell idea went trip mountain together stop place pack bag mario suddenly hears loud sinister music delia claim hearing thing br br two begin trip mountain taking stop local inn spend night encounter weird partially deaf crazy eyed innkeeper victor israel delia claim someone spying window next day trance wanders mountain eventually located mario hop jeep run finding someone steal wheel forced walk piece eventually finding jeep undamaged foot small ancient seeming abandoned village almost like someone trying intentionally lure well see exactly happened village encounter friendly old woman named zanta ana farra claim person still living let stay home mario take picture abandoned city develops eerily full people slightly creeped delia begin leave get stuck treacherous fog pull camp night rest movie voodoo doll black cat transforming sexy woman satanic ritual performed lady bra deadly fall cliff yeah coincidentally carla estranged wife turn one witch take place semi darkness quite honest know hell going time inconclusive open ending additional slap face anyone suffer rest senseless mess br br honestly thing stand really good first actress shepard great barbara steele kind dark mysterious beauty also excellent music score credited fernando garcia morcillo chanting song aided immensely making film atmospheric location work fairly decent said print ugly make lick sense proceed caution one,0
entirely bad movie plot new house built next door seems haunted bad mood creepy enough acting okay big problem familiar lara flynn boyle twin peak show get different look apparently new big lip kept staring look place face make look completely different better br br mark paul gosselaar actor play kim architect design pours heart soul house fine job lara col also quite good lip owner house next door husband walker colin ferguson appropriately wooden various character live house also fine particularly liked pie charlotte sullivan husband buddy stephen amell first people move house attempt involve u overall neighborhood vibe fails unfortunately neighbor particularly likable br br reason director unable make haunted house particularly ominous movie amityville horror legend hell house manage achieve spooky feel happen closest col paint depiction house br br another thing work plot twist occurs kim architect initially appears victim house like others sucked dry inspiration later seems joined force evil br br overall bad movie horror fan take eye big lip,0
certainly one time fav episode trek much going one film crazy cool first guy beam alien planet thats explode meet freaky librarian type dude well played kirk manages get transported back much like th century earth mccoy spock try follow instead nearly freeze death frozen version alien world year past kirk manages get locked charged witchcraft spock enjoys amok time sexy cavegirl vanquished frozen awful world bad guy br br spock decides he happy he give mccoy royal assestment whuppin doc suggests need look way anyhow finally escape leaving poor cavegirl behind take ton convincing spock finally give leaf literally taste sadness end leaving cavegirl alone frozen wasteland seems cruel really touching spock must vulkin mind leave behind greatest hope love human albeit nice neighborhood br br anyway get much bang buck episode love story salem witch trial spock human desperation left total isolation abandoned three entirely different setting alien planet amazing managed jam one fifty minute film one classic miss want dvd fer shure vulcan,1
many level good fact considering low budget british indie first time feature director largely neophyte cast magnificent achievement know much cost figure £ bandied publicity never know reliable figure like point film look like cost couple million quid clearly cost tiny fraction great special effect terrific production design effective prop costume excellent photography good acting direction impressive score absolutely stunning sound mix even said much script great character clearly identified something movie ten men dressed roughly one location would easy nameless faceless blank ten character mostly done dialogue way reacted thing throughout middle act plot developing script told story well showed affected character whole film like second act would stunning br br ship blow twelve people make individual escape pod e pod blast away ship much automatic metal coffin poor sod inside trapped cramped real idea going make sense like e pod excellent idea done well make sense nice roomy escape capsule also like way specifically told later designed ship ship escape make planetfall emergency let face guy bloody lucky ship blown close planet said look like unused e pod still freighter wonder prisoner able get e pod get occurred captain gone ship rather first guy anyway e pod land barren planet nothing sand sparse vegetation least sandy sparsely vegetated part planet may icy waste lush jungle elsewhere nah planet sci fi movie exactly accept e pod come within mile ten survivor able meet firing flare sky locate br br captain muscular mountain man could pretty good career action flick get right agent decides try contact captain behan intending rendezvous cannot planet need get orbit engineer say combine power unit two e pod probably give one enough juice lift anti grav doodad high enough blast atmosphere done automatic need pilot send signal captain valiantly volunteer commendably sensible move engineer point putting heaviest man somewhat dodgily repaired e pod ridiculous need lightest member team kid really liked way point name david captain start using treating dignity respect good storytelling good characterisation,1
almost like two film one literate engaging stupid clichéd really shame problem worked writing considering quickly b movie written produced unusual real shame though could good film br br first good movie original involves wwii code breaker pretty fascinating liked watching leading man lee bowman go pace master code breaker fact first two third film good bad film went way long lost steam minute additionally jean rogers role kooky girlfriend must rank one worst written distracting role film history every smart move made bowman idiot rogers stepped screw thing sort misguided comedy relief role intelligently written overall film would improved immensely instead watching hard understand actually wwii,0
watched last night first time year bad really bad enough hilariously awful moment worth watching first deliberate make boy babysat completely effeminate even say costello la mae west fascinate costello double take god know would happened babysitter hunk kid would seduced heartbeat principal male dancer totally inept roar laughter leap prance talent whatsoever giant grave never looked better life two romantic lead zero waste abbott get sing one line dubbed another singer geez guess even carry tune costello manage charming fear nothing number guess small child might like much recommend oh seductive effeminate boy aspect alone blew away plus fact family accepted anyone street reference babysit child today little femmy boy would taken away,0
got subjected pile one wednesday afternoon mother law watching get someone basically remake crappy high budget hollywood flop core washed actor like luke perry high budget one flopped make people think movie year later budget would go anywhere laughing movie insanely similar fact shocked held legal rather airing tv basically script core redone badly seen core know worse funny since core already bad funny br br enjoy getting laugh really bad movie one right alley thing say wish luke perry able career horrible actor land horrible role crappy made tv movie run daytime television pretty much one step closer end would career,0
still read single dan brown book watched movie adaptation fall game rate one previous scope really actually one thriller race time filled puzzle br br plot twisted imaginative cast excellent never great fan hank delivers well noticed jean shirt one spilled blood search one like vain italian searcher brilliant newcomer really applauded ewan macgregor portrayal inner faith calm really impressive br br really like debate science religion action taking place vatican felt like vacation last sure help add new convert christianism gold man presence displayed one would ask charity mean woman dismissed church life whereas stand half believer,1
